locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
18696	NP_207074.1	15644904	11	284418	284975	+	HP0276	HP0276	hypothetical protein (NCBI ptt file)						GO:0008152,GO:0004425	4.1.1.48	Indole-3-glycerol-phosphate synthase.
18697	NP_207075.1	15644905	11	285032	285286	+	HP0277	HP0277	ferredoxin (NCBI ptt file)						GO:0006118,GO:0009055,GO:0051536		
18698	NP_207076.1	15644906	11	285296	286750	+	HP0278	gppA	guanosine pentaphosphate phosphohydrolase (gppA) (NCBI ptt file)	COG248	FP	Exopolyphosphatase			GO:0004309	3.6.1.11	Exopolyphosphatase.
18699	NP_207077.1	15644907	11	286747	287769	+	HP0279	rfaC	lipopolysaccharide heptosyltransferase-1 (rfaC) (NCBI ptt file)	COG859	M	ADP-heptose:LPS heptosyltransferase	TIGR02193 lipopolysaccharide heptosyltransferase I [rfaC]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009103,GO:0016757	2.4.-.-	
18700	NP_207078.1	15644908	11	287766	288752	+	HP0280	ibpB	heat shock protein B (ibpB) (NCBI ptt file)	COG1560	M	Lauroyl/myristoyl acyltransferase			GO:0009244,GO:0016021,GO:0008415	2.3.1.-	
18701	NP_207079.1	15644909	11	289967	288852	-	HP0281	tgt	tRNA-guanine transglycosylase (tgt) (NCBI ptt file)	COG343	J	Queuine/archaeosine tRNA-ribosyltransferase	TIGR00430 queuine tRNA-ribosyltransferase [tgt],TIGR00449 tRNA-guanine transglycosylases, various specificities	Protein synthesis:tRNA and rRNA base modification	GO:0008616,GO:0008479	2.4.2.29	tRNA-guanine transglycosylase.
18702	NP_207080.1	15644910	11	290018	291460	+	HP0282	HP0282	hypothetical protein (NCBI ptt file)	COG3400	S	Uncharacterized protein conserved in bacteria			GO:0006813,GO:0008324		
18703	NP_207081.1	15644911	11	291465	292496	+	HP0283	aroB	3-dehydroquinate synthase (aroB) (NCBI ptt file)	COG337	E	3-dehydroquinate synthetase	TIGR01357 3-dehydroquinate synthase [aroB]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0003856	4.2.3.4	3-dehydroquinate synthase.
18704	NP_207082.1	15644912	11	292487	294058	+	HP0284	HP0284	conserved hypothetical integral membrane protein (NCBI ptt file)	COG668	M	Small-conductance mechanosensitive channel			GO:0016020		
18705	NP_207083.1	15644913	11	294055	295311	+	HP0285	HP0285	conserved hypothetical protein (NCBI ptt file)	COG621	J	2-methylthioadenine synthetase	TIGR00089 radical SAM methylthiotransferase, MiaB/RimO family,TIGR01579 MiaB-like tRNA modifying enzyme	Protein synthesis:tRNA and rRNA base modification	GO:0008152,GO:0003824,GO:0051539,GO:0046872,GO:0051536	1.8.-.-	
18706	NP_207084.1	15644914	11	295298	296950	+	HP0286	ftsH	cell division protein (ftsH) (NCBI ptt file)	COG465	O	ATP-dependent Zn proteases			GO:0006281,GO:0006310,GO:0005524,GO:0017111,GO:0009378	3.4.24.-	
18707	NP_207085.1	15644915	11	296953	297471	+	HP0287	HP0287	hypothetical protein (NCBI ptt file)								
18708	NP_207086.1	15644916	11	297484	297957	+	HP0288	HP0288	hypothetical protein (NCBI ptt file)								
18709	NP_207087.1	15644917	11	298024	306705	+	HP0289	HP0289	toxin-like outer membrane protein (NCBI ptt file)						GO:0009405,GO:0005576,GO:0009279		
18710	NP_207088.1	15644918	11	306753	307970	+	HP0290	lysA	diaminopimelate decarboxylase (dap decarboxylase) (lysA) (NCBI ptt file)	COG19	E	Diaminopimelate decarboxylase	TIGR01048 diaminopimelate decarboxylase [lysA]	Amino acid biosynthesis:Aspartate family	GO:0009089,GO:0008836	4.1.1.20	Diaminopimelate decarboxylase.
18711	NP_207089.1	15644919	11	307975	308265	+	HP0291	HP0291	hypothetical protein (NCBI ptt file)	COG1605	E	Chorismate mutase			GO:0009073,GO:0004106,GO:0004664		
18712	NP_207090.1	15644920	11	308278	309150	+	HP0292	HP0292	hypothetical protein (NCBI ptt file)	COG4866	S	Uncharacterized conserved protein					
18713	NP_207091.1	15644921	11	309151	310830	+	HP0293	pabB	para-aminobenzoate synthetase (pabB) (NCBI ptt file)	COG147	EH	Anthranilate/para-aminobenzoate synthases component I			GO:0009058,GO:0003824	2.6.1.85,4.1.3.38	Aminodeoxychorismate synthase.,Aminodeoxychorismate lyase.
18714	NP_207092.1	15644922	11	311023	312042	+	HP0294	aimE	aliphatic amidase (aimE) (NCBI ptt file)	COG388	R	Predicted amidohydrolase			GO:0006807,GO:0004040	3.5.1.4	Amidase.
18715	NP_207093.1	15644923	11	314631	312145	-	HP0295	fla	flagellin B homolog (fla) (NCBI ptt file)						GO:0001539,GO:0009420,GO:0004869,GO:0005198		
18716	NP_207094.1	15644924	11	314873	315187	+	HP0296	rpl21	ribosomal protein L21 (rpl21) (NCBI ptt file)	COG261	J	Ribosomal protein L21	TIGR00061 ribosomal protein L21 [rplU]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003723,GO:0003735		
18717	NP_207095.1	15644925	11	315202	315468	+	HP0297	rpl27	ribosomal protein L27 (rpl27) (NCBI ptt file)	COG211	J	Ribosomal protein L27	TIGR00062 ribosomal protein L27 [rpmA]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
18718	NP_207096.1	15644926	11	315585	317234	+	HP0298	dppA	dipeptide ABC transporter, periplasmic dipeptide-binding protein (dppA) (NCBI ptt file)	COG747	E	ABC-type dipeptide transport system, periplasmic component			GO:0006508,GO:0006810,GO:0016020,GO:0005215,GO:0008236		
18719	NP_207097.1	15644927	11	317245	318249	+	HP0299	dppB	dipeptide ABC transporter, permease protein (dppB) (NCBI ptt file)	COG601	EP	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components			GO:0006810,GO:0016020,GO:0005215		
18720	NP_207098.1	15644928	11	318249	319106	+	HP0300	dppC	dipeptide ABC transporter, permease protein (dppC) (NCBI ptt file)	COG1173	EP	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components			GO:0006810,GO:0016020,GO:0005215		
18721	NP_207099.1	15644929	11	319118	319981	+	HP0301	dppD	dipeptide ABC transporter, ATP-binding protein (dppD) (NCBI ptt file)	COG444	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component			GO:0015833,GO:0005524,GO:0016887		
18722	NP_207100.1	15644930	11	319978	320784	+	HP0302	dppF	dipeptide ABC transporter, ATP-binding protein (dppF) (NCBI ptt file)						GO:0015833,GO:0006281,GO:0007049,GO:0005634,GO:0005524,GO:0016887		
18723	NP_207101.1	15644931	11	320804	321886	+	HP0303	obg	GTP-binding protein (obg) (NCBI ptt file)	COG536	R	Predicted GTPase	TIGR02729 Obg family GTPase CgtA [cgtA]	Protein synthesis:Other	GO:0015684,GO:0005622,GO:0016021,GO:0009276,GO:0005525,GO:0015093		
18724	NP_207102.1	15644932	11	321928	322917	+	HP0304	HP0304	hypothetical protein (NCBI ptt file)						GO:0042122,GO:0042597,GO:0045135		
18725	NP_207103.1	15644933	11	323161	323715	+	HP0305	HP0305	hypothetical protein (NCBI ptt file)								
18726	NP_207104.1	15644934	11	323725	325017	+	HP0306	hemL	glutamate-1-semialdehyde 2,1-aminomutase (hemL) (NCBI ptt file)	COG1	H	Glutamate-1-semialdehyde aminotransferase	TIGR00713 glutamate-1-semialdehyde-2,1-aminomutase [hemL]	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0033014,GO:0008483,GO:0030170,GO:0042286	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase.
18727	NP_207105.1	15644935	11	325014	325286	+	HP0307	HP0307	hypothetical protein (NCBI ptt file)								
18728	NP_207106.1	15644936	11	325302	325706	+	HP0308	HP0308	hypothetical protein (NCBI ptt file)								
18729	NP_207107.1	15644937	11	325790	326668	+	HP0309	HP0309	conserved hypothetical protein (NCBI ptt file)	COG388	R	Predicted amidohydrolase			GO:0006807,GO:0016810,GO:0047417		
18730	NP_207108.1	15644938	11	326681	327562	+	HP0310	HP0310	conserved hypothetical protein (NCBI ptt file)						GO:0005975,GO:0016810		
18731	NP_207109.1	15644939	11	327608	327976	+	HP0311	HP0311	hypothetical protein (NCBI ptt file)								
18732	NP_207110.1	15644940	11	327976	328941	+	HP0312	HP0312	conserved hypothetical ATP-binding protein (NCBI ptt file)	COG523	R	Putative GTPases (G3E family)				2.-.-.-	
18733	NP_207111.1	15644941	11	330092	328947	-	HP0313	narK	nitrite extrusion protein (narK) (NCBI ptt file)	COG2814	G	Arabinose efflux permease			GO:0006810,GO:0016021,GO:0005215		
18734	NP_207112.1	15644942	11	330453	330572	+	HP0314	HP0314	hypothetical protein (NCBI ptt file)								
18735	NP_207113.1	15644943	11	330872	330588	-	HP0315	vapD	virulence associated protein D (vapD) (NCBI ptt file)	COG3309	S	Uncharacterized virulence-associated protein D			GO:0019089		
18736	NP_207114.1	15644944	11	331245	330853	-	HP0316	HP0316	hypothetical protein (NCBI ptt file)								
18737	NP_207115.1	15644945	11	334091	331854	-	HP0317	omp9	outer membrane protein (omp9) (NCBI ptt file)								
18738	NP_207116.1	15644946	11	335143	334388	-	HP0318	HP0318	conserved hypothetical protein (NCBI ptt file)	COG748	P	Putative heme iron utilization protein			GO:0010181		
18739	NP_207117.1	15644947	11	336829	335204	-	HP0319	argS	arginyl-tRNA synthetase (argS) (NCBI ptt file)	COG18	J	Arginyl-tRNA synthetase	TIGR00456 arginine--tRNA ligase [argS]	Protein synthesis:tRNA aminoacylation	GO:0006420,GO:0005737,GO:0004814,GO:0005524	6.1.1.19	Arginine--tRNA ligase.
18740	NP_207118.1	15644948	11	337071	336832	-	HP0320	HP0320	conserved hypothetical secreted protein (NCBI ptt file)	COG1826	U	Sec-independent protein secretion pathway components	TIGR01411 twin arginine-targeting protein translocase, TatA/E family [tatA]	Protein fate:Protein and peptide secretion and trafficking	GO:0015031,GO:0016021,GO:0008565		
18741	NP_207119.1	15644949	11	337763	337143	-	HP0321	gmk	5'-guanylate kinase (gmk) (NCBI ptt file)	COG194	F	Guanylate kinase	TIGR03263 guanylate kinase [gmk]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0004384,GO:0004385	2.7.4.8	Guanylate kinase.
18742	NP_207120.1	15644950	11	339273	337756	-	HP0322	HP0322	poly E-rich protein (NCBI ptt file)								
18743	NP_207121.1	15644951	11	339415	339957	+	HP0323	nuc	membrane bound endonuclease (nuc) (NCBI ptt file)						GO:0008152,GO:0003824		
18744	NP_207122.1	15644952	11	340729	339965	-	HP0324	omp10	outer membrane protein (omp10) (NCBI ptt file)								
18745	NP_207123.1	15644953	11	340832	341545	+	HP0325	flgH	flagellar basal-body L-ring protein (flgH) (NCBI ptt file)	COG2063	N	Flagellar basal body L-ring protein			GO:0001539,GO:0009427,GO:0003774		
18746	NP_207124.1	15644954	11	341563	343116	+	HP0326	neuA	CMP-N-acetylneuraminic acid synthetase (neuA) (NCBI ptt file)	COG3980	M	Spore coat polysaccharide biosynthesis protein, predicted glycosyltransferase	TIGR03584 pseudaminic acid CMP-transferase [pseF]		GO:0009103,GO:0008781	2.7.7.43	N-acylneuraminate cytidylyltransferase.
18747	NP_207125.1	15644955	11	343113	343655	+	HP0327	flaG	flagellar protein G (flaG) (NCBI ptt file)	COG1670	J	Acetyltransferases, including N-acetylases of ribosomal proteins	TIGR03585 pseudaminic acid biosynthesis N-acetyl transferase [pseH]		GO:0008152,GO:0008080		
18748	NP_207126.1	15644956	11	344526	343588	-	HP0328	HP0328	conserved hypothetical protein (NCBI ptt file)	COG1663	M	Tetraacyldisaccharide-1-P 4'-kinase			GO:0006508,GO:0009245,GO:0004289,GO:0009029	2.7.1.130	Tetraacyldisaccharide 4'-kinase.
18749	NP_207127.1	15644957	11	345305	344523	-	HP0329	nadE	NH(3)-dependent NAD+ synthetase (nadE) (NCBI ptt file)	COG171	H	NAD synthase	TIGR00552 NAD+ synthetase [nadE]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pyridine nucleotides	GO:0009435,GO:0003952,GO:0005524,GO:0008795	6.3.1.5,6.3.5.1	NAD(+) synthase.,NAD(+) synthase (glutamine-hydrolyzing).
1937499			11	345390	345463	+	HPt10	tRNA-Arg-1	tRNA-Arg (NCBI)								
18750	NP_207128.1	15644958	11	345554	346546	+	HP0330	ilvC	ketol-acid reductoisomerase (ilvC) (NCBI ptt file)	COG59	EH	Ketol-acid reductoisomerase	TIGR00465 ketol-acid reductoisomerase [ilvC]	Amino acid biosynthesis:Pyruvate family	GO:0009082,GO:0004455,GO:0050662	1.1.1.86	Ketol-acid reductoisomerase.
18751	NP_207129.1	15644959	11	346571	347377	+	HP0331	minD	cell division inhibitor (minD) (NCBI ptt file)	COG2894	D	Septum formation inhibitor-activating ATPase	TIGR01968 septum site-determining protein MinD [minD]	Cellular processes:Cell division	GO:0000918,GO:0009236,GO:0000166,GO:0042242,GO:0016887		
18752	NP_207130.1	15644960	11	347374	347607	+	HP0332	minE	cell division topological specificity factor (minE) (NCBI ptt file)	COG851	D	Septum formation topological specificity factor	TIGR01215 cell division topological specificity factor MinE [minE]	Cellular processes:Cell division			
18753	NP_207131.1	15644961	11	347607	348419	+	HP0333	dprA	DNA processing chain A (dprA) (NCBI ptt file)	COG758	LU	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake	TIGR00732 DNA protecting protein DprA [dprA]	Cellular processes:DNA transformation	GO:0009294		
18754	NP_207132.1	15644962	11	348416	348820	+	HP0334	HP0334	conserved hypothetical protein (NCBI ptt file)	COG816	L	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)	TIGR00250 RNAse H-fold protein YqgF	Unknown function:General	GO:0006281,GO:0006310,GO:0003677,GO:0004518,GO:0000150	3.1.-.-	
18755	NP_207133.1	15644963	11	349106	349294	+	HP0335	HP0335	hypothetical protein (NCBI ptt file)								
18756	NP_207134.1	15644964	11	349236	349652	+	HP0336	HP0336	hypothetical protein (NCBI ptt file)						GO:0005488		
18757	NP_207135.1	15644965	11	349779	350084	+	HP0337	HP0337	hypothetical protein (NCBI ptt file)								
18758	NP_207136.1	15644966	11	350068	350634	+	HP0338	HP0338	hypothetical protein (NCBI ptt file)								
18759	NP_207137.1	15644967	11	350692	351042	+	HP0339	HP0339	hypothetical protein (NCBI ptt file)						GO:0009253,GO:0016998,GO:0003796	3.2.1.17	Lysozyme.
18760	NP_207138.1	15644968	11	351030	351296	+	HP0340	HP0340	hypothetical protein (NCBI ptt file)								
18761	NP_207139.1	15644969	11	351308	351403	+	HP0341	HP0341	hypothetical protein (NCBI ptt file)								
18762	NP_207140.1	15644970	11	351596	351988	+	HP0342	HP0342	hypothetical protein (NCBI ptt file)	COG3326	S	Predicted membrane protein					
18763	NP_207141.1	15644971	11	351988	352410	+	HP0343	HP0343	hypothetical protein (NCBI ptt file)								
18764	NP_207142.1	15644972	11	352310	352774	+	HP0344	HP0344	hypothetical protein (NCBI ptt file)								
18765	NP_207143.1	15644973	11	352764	353099	+	HP0345	HP0345	hypothetical protein (NCBI ptt file)								
18766	NP_207144.1	15644974	11	353219	354001	+	HP0346	HP0346	hypothetical protein (NCBI ptt file)								
18767	NP_207145.1	15644975	11	354891	353995	-	HP0347	HP0347	conserved hypothetical protein (NCBI ptt file)	COG564	J	Pseudouridylate synthases, 23S RNA-specific			GO:0001522,GO:0003723,GO:0009982,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
18768	NP_207146.1	15644976	11	356441	354891	-	HP0348	recJ	single-stranded-DNA-specific exonuclease (recJ) (NCBI ptt file)	COG608	L	Single-stranded DNA-specific exonuclease	TIGR00644 single-stranded-DNA-specific exonuclease RecJ [recJ]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0006310,GO:0003676,GO:0030145,GO:0008409	3.1.-.-	
18769	NP_207147.1	15644977	11	358066	356450	-	HP0349	pyrG	CTP synthetase (pyrG) (NCBI ptt file)	COG504	F	CTP synthase (UTP-ammonia lyase)	TIGR00337 CTP synthase [pyrG]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006221,GO:0003883	6.3.4.2	CTP synthase.
18770	NP_207148.1	15644978	11	358326	358994	+	HP0350	HP0350	hypothetical protein (NCBI ptt file)						GO:0016020,GO:0016787		
18771	NP_207149.1	15644979	11	359038	360741	+	HP0351	fliF	flagellar basal-body M-ring protein (fliF) (NCBI ptt file)	COG1766	NU	Flagellar biosynthesis/type III secretory pathway lipoprotein	TIGR00206 flagellar M-ring protein FliF [fliF]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0009431,GO:0003774		
18772	NP_207150.1	15644980	11	360759	361790	+	HP0352	fliG	flagellar motor switch protein (fliG) (NCBI ptt file)	COG1536	N	Flagellar motor switch protein	TIGR00207 flagellar motor switch protein FliG [fliG]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0006812,GO:0006935,GO:0009288,GO:0008324,GO:0003774		
18773	NP_207151.1	15644981	11	361777	362553	+	HP0353	fliH	flagellar export protein (fliH) (NCBI ptt file)	COG1317	NU	Flagellar biosynthesis/type III secretory pathway protein			GO:0001539,GO:0009288,GO:0003774		
18774	NP_207152.1	15644982	11	362550	364406	+	HP0354	dxs	deoxyxylulose-5-phosphate synthase, putative (dxs) (NCBI ptt file)	COG1154	HI	Deoxyxylulose-5-phosphate synthase	TIGR00204 1-deoxy-D-xylulose-5-phosphate synthase [dxs]	Biosynthesis of cofactors, prosthetic groups, and carriers:Thiamine	GO:0016114,GO:0008661,GO:0016624	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase.
18775	NP_207153.1	15644983	11	364403	366211	+	HP0355	lepA	GTP-binding membrane protein (lepA) (NCBI ptt file)	COG481	M	Membrane GTPase LepA	TIGR00231 small GTP-binding protein domain,TIGR01393 GTP-binding protein LepA [lepA]	Unknown function:General	GO:0006412,GO:0003924,GO:0005525,GO:0008547	3.6.5.3	Protein-synthesizing GTPase.
18776	NP_207154.1	15644984	11	366226	366984	+	HP0356	HP0356	hypothetical protein (NCBI ptt file)								
18777	NP_207155.1	15644985	11	367885	367133	-	HP0357	HP0357	short chain alcohol dehydrogenase (NCBI ptt file)	COG4221	R	Short-chain alcohol dehydrogenase of unknown specificity			GO:0008152,GO:0044237,GO:0016491,GO:0050662	1.-.-.-	
18778	NP_207156.1	15644986	11	369438	367903	-	HP0358	HP0358	hypothetical protein (NCBI ptt file)								
18779	NP_207157.1	15644987	11	369878	369943	+	HP0359	HP0359	hypothetical protein (NCBI ptt file)								
1937500			11	369954	369882	-	HPt11	tRNA-Ala-2	tRNA-Ala (NCBI)								
1937501			11	370045	369972	-	HPt12	tRNA-Ile-1	tRNA-Ile (NCBI)								
18780	NP_207158.1	15644988	11	370160	371194	+	HP0360	HP0360	UDP-glucose 4-epimerase (NCBI ptt file)	COG1087	M	UDP-glucose 4-epimerase	TIGR01179 UDP-glucose 4-epimerase [galE]	Energy metabolism:Sugars	GO:0006012,GO:0045226,GO:0003978,GO:0050662,GO:0008831	5.1.3.2	UDP-glucose 4-epimerase.
18781	NP_207159.1	15644989	11	371916	371188	-	HP0361	hisT	pseudouridylate synthase I (hisT) (NCBI ptt file)	COG101	J	Pseudouridylate synthase	TIGR00071 tRNA pseudouridine synthase A [truA]	Protein synthesis:tRNA and rRNA base modification	GO:0001522,GO:0003723,GO:0004730,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
18782	NP_207160.1	15644990	11	372954	371917	-	HP0362	HP0362	conserved hypothetical integral membrane protein (NCBI ptt file)	COG795	R	Predicted permeases			GO:0016021		
18783	NP_207161.1	15644991	11	373594	372965	-	HP0363	pcm	L-isoaspartyl-protein carboxyl methyltransferase (pcm) (NCBI ptt file)	COG2518	O	Protein-L-isoaspartate carboxylmethyltransferase	TIGR00080 protein-L-isoaspartate O-methyltransferase [pcm]	Protein fate:Protein modification and repair	GO:0006464,GO:0004719	2.1.1.77	Protein-L-isoaspartate(D-aspartate) O-methyltransferase.
18784	NP_207162.1	15644992	11	374629	373604	-	HP0364	nrdB	ribonucleoside diphosphate reductase, beta subunit (nrdB) (NCBI ptt file)	COG208	F	Ribonucleotide reductase, beta subunit			GO:0009186,GO:0004748,GO:0046914	1.17.4.1	Ribonucleoside-diphosphate reductase.
1937502			11	374829	374910	+	HPt13	tRNA-Leu-4	tRNA-Leu (NCBI)								
18785	NP_207163.1	15644993	11	374835	374927	+	HP0365	HP0365	hypothetical protein (NCBI ptt file)								
18786	NP_207164.1	15644994	11	376077	374950	-	HP0366	HP0366	spore coat polysaccharide biosynthesis protein C (NCBI ptt file)	COG399	M	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	TIGR03588 UDP-4-keto-6-deoxy-N-acetylglucosamine 4-aminotransferase [pseC]		GO:0003824,GO:0030170	2.6.1.-	
18787	NP_207165.1	15644995	11	376682	376074	-	HP0367	HP0367	hypothetical protein (NCBI ptt file)								
18788	NP_207166.1	15644996	11	377176	376775	-	HP0368	HP0368	hypothetical protein (NCBI ptt file)								
18789	NP_207167.1	15644997	11	378032	377322	-	HP0369	HP0369	hypothetical protein (NCBI ptt file)						GO:0032259,GO:0003676,GO:0008168		
18790	NP_207168.1	15644998	11	379634	378258	-	HP0370	accC	biotin carboxylase (accC) (NCBI ptt file)	COG439	I	Biotin carboxylase	TIGR00514 acetyl-CoA carboxylase, biotin carboxylase subunit [accC]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0008152,GO:0009343,GO:0003989,GO:0004075,GO:0009374,GO:0005524	6.3.4.14,6.4.1.2	Biotin carboxylase.,Acetyl-CoA carboxylase.
18791	NP_207169.1	15644999	11	380110	379640	-	HP0371	fabE	biotin carboxyl carrier protein (fabE) (NCBI ptt file)	COG511	I	Biotin carboxyl carrier protein	TIGR00531 acetyl-CoA carboxylase, biotin carboxyl carrier protein [accB]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0009317,GO:0003989	6.4.1.2	Acetyl-CoA carboxylase.
18792	NP_207170.1	15645000	11	380234	380806	+	HP0372	dcd	deoxycytidine triphosphate deaminase (dcd) (NCBI ptt file)	COG717	F	Deoxycytidine deaminase	TIGR02274 deoxycytidine triphosphate deaminase [dcd]	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006229,GO:0008829	3.5.4.13	dCTP deaminase.
18793	NP_207171.1	15645001	11	380965	383067	+	HP0373	HP0373	conserved hypothetical protein (NCBI ptt file)								
18794	NP_207172.1	15645002	11	383771	383091	-	HP0374	HP0374	conserved hypothetical protein (NCBI ptt file)	COG1385	S	Uncharacterized protein conserved in bacteria	TIGR00046 RNA methyltransferase, RsmE family	Protein synthesis:tRNA and rRNA base modification		2.1.1.-	
18795	NP_207173.1	15645003	11	384203	383772	-	HP0375	HP0375	hypothetical protein (NCBI ptt file)								
18796	NP_207174.1	15645004	11	384259	385263	+	HP0376	hemH	ferrochelatase (hemH) (NCBI ptt file)	COG276	H	Protoheme ferro-lyase (ferrochelatase)	TIGR00109 ferrochelatase [hemH]	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0006783,GO:0004325	4.99.1.1	Ferrochelatase.
18797	NP_207175.1	15645005	11	385340	386005	+	HP0377	dsbC	thiol:disulfide interchange protein (dsbC), putative (NCBI ptt file)	COG2143	O	Thioredoxin-related protein			GO:0003756	5.3.4.1	Protein disulfide-isomerase.
18798	NP_207176.1	15645006	11	386015	388825	+	HP0378	ycf5	cytochrome c biogenesis protein (ycf5) (NCBI ptt file)	COG755	O	ABC-type transport system involved in cytochrome c biogenesis, permease component			GO:0008535,GO:0016020		
18799	NP_207177.1	15645007	11	388835	390112	+	HP0379	HP0379	fucosyltransferase (NCBI ptt file)						GO:0006486,GO:0016020,GO:0008417		
18800	NP_207178.1	15645008	11	391471	390125	-	HP0380	gdhA	glutamate dehydrogenase (gdhA) (NCBI ptt file)	COG334	E	Glutamate dehydrogenase/leucine dehydrogenase			GO:0006520,GO:0004354	1.4.1.4	Glutamate dehydrogenase (NADP(+)).
18801	NP_207179.1	15645009	11	392367	391537	-	HP0381	hemK	protoporphyrinogen oxidase (hemK) (NCBI ptt file)	COG2890	J	Methylase of polypeptide chain release factors	TIGR00536 methyltransferase, HemK family	Protein fate:Protein modification and repair	GO:0006479,GO:0003676,GO:0008276	2.1.1.-	
18802	NP_207180.1	15645010	11	393587	392364	-	HP0382	HP0382	zinc-metallo protease (YJR117W) (NCBI ptt file)	COG501	O	Zn-dependent protease with chaperone function			GO:0006508,GO:0016020,GO:0004222	3.4.24.-,3.4.24.84	,Ste24 endopeptidase.
18803	NP_207181.1	15645011	11	393770	394294	+	HP0383	HP0383	hypothetical protein (NCBI ptt file)								
18804	NP_207182.1	15645012	11	395089	394337	-	HP0384	HP0384	hypothetical protein (NCBI ptt file)								
18805	NP_207183.1	15645013	11	395289	395519	+	HP0385	HP0385	hypothetical protein (NCBI ptt file)								
18806	NP_207184.1	15645014	11	395532	395768	+	HP0386	HP0386	hypothetical protein (NCBI ptt file)								
18807	NP_207185.1	15645015	11	395753	397612	+	HP0387	priA	primosomal protein replication factor (priA) (NCBI ptt file)	COG1198	L	Primosomal protein N' (replication factor Y) - superfamily II helicase	TIGR00595 primosomal protein N' [priA]	DNA metabolism:DNA replication, recombination, and repair	GO:0006260,GO:0003677,GO:0005524,GO:0008026	3.6.1.-	
18808	NP_207186.1	15645016	11	398377	397646	-	HP0388	HP0388	conserved hypothetical protein (NCBI ptt file)	COG2226	H	Methylase involved in ubiquinone/menaquinone biosynthesis	TIGR00740 putative methyltransferase	Unknown function:Enzymes of unknown specificity	GO:0008152,GO:0008168	2.1.1.-	
18809	NP_207187.1	15645017	11	399073	398432	-	HP0389	sodB	superoxide dismutase (sodB) (NCBI ptt file)	COG605	P	Superoxide dismutase			GO:0006801,GO:0004785,GO:0016954,GO:0046872,GO:0008382,GO:0008383	1.15.1.1	Superoxide dismutase.
18810	NP_207188.1	15645018	11	399297	399797	+	HP0390	tagD	adhesin-thiol peroxidase (tagD) (NCBI ptt file)	COG2077	O	Peroxiredoxin			GO:0008379	1.11.1.-,1.11.1.15	,Peroxiredoxin.
18811	NP_207189.1	15645019	11	400549	400052	-	HP0391	cheW	purine-binding chemotaxis protein (cheW) (NCBI ptt file)	COG835	NT	Chemotaxis signal transduction protein			GO:0006935,GO:0007165,GO:0005622,GO:0004871	2.7.3.-	
18812	NP_207190.1	15645020	11	402957	400546	-	HP0392	cheA	histidine kinase (cheA) (NCBI ptt file)	COG643	NT	Chemotaxis protein histidine kinase and related kinases			GO:0006935,GO:0000160,GO:0006355,GO:0018106,GO:0006810,GO:0005737,GO:0016020,GO:0000156,GO:0005524,GO:0004673,GO:0005215	2.7.13.3	Histidine kinase.
18813	NP_207191.1	15645021	11	403949	403014	-	HP0393	cheV	chemotaxis protein (cheV) (NCBI ptt file)	COG835	NT	Chemotaxis signal transduction protein			GO:0006935,GO:0000160,GO:0006355,GO:0005622,GO:0000156	2.7.3.-	
18814	NP_207192.1	15645022	11	404711	403953	-	HP0394	HP0394	hypothetical protein (NCBI ptt file)	COG2908	S	Uncharacterized protein conserved in bacteria			GO:0016787	3.6.1.-	
18815	NP_207193.1	15645023	11	405381	404713	-	HP0395	HP0395	conserved hypothetical protein (NCBI ptt file)	COG325	R	Predicted enzyme with a TIM-barrel fold	TIGR00044 pyridoxal phosphate enzyme, YggS family	Unknown function:Enzymes of unknown specificity		2.7.3.-	
